index,claims,text_tokens,claim_idx,claim_vector
783,"[{'start': 0, 'end': 41}]","['हिन्दी', 'में', 'रचा', 'गया', 'बाल', '-', 'साहित्य', 'पीढ़ियों', 'से', 'बच्चों', 'और', 'किशोरों', 'के', 'मनोरंजन', 'व', 'ज्ञानवर्धन', 'का', 'साधन', 'रहा', 'है', '।', 'बाल', 'कथाओं', ',', 'कविताओं', 'और', 'निबंधों', 'के', 'रूप', 'में', 'सृजित', 'यह', 'साहित्य', 'बाल', 'जगत', 'के', 'लिए', 'संसार', 'की', 'खिड़की', 'है', '।', '#हिन्दी_माह', 'में', 'https://t.co/njnH3OsGng', 'पर', 'क्लिक', 'कर', 'देखें', 'हिन्दी', 'बाल', '-', 'साहित्य', 'का', 'आकाश', '।', 'https://t.co/uMfrXnVsH4']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
784,"[{'start': 1, 'end': 36}]","['#Mathura', 'रोडवेज', 'की', 'बस', 'के', 'परिचालक', 'से', 'लूट', ',', 'कैश', 'से', 'भरा', 'बैग', 'लूटकर', 'भागे', 'बदमाश', ',', 'खराबी', 'आने', 'से', 'यमुना', 'एक्सप्रेसवे', 'पर', 'खड़ी', 'थी', 'बस', ',', 'नोहझील', 'इलाके', 'के', 'माइल', 'स्टोन', '-', '60', 'की', 'घटना', '.', '@U55466529', '@U24223099', '#5Baje5Minutes', '#policemedianews']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
785,"[{'start': 2, 'end': 18}]","['#AmitShahHealthUpdate', ':', 'अमित', 'शाह', 'को', 'एम्स', 'से', 'मिली', 'छुट्टी', ',', 'इलाज', 'के', 'बाद', 'पूरी', 'तरह', 'से', 'हुए', 'ठीक', '#AmitShah', '@U90190644', 'https://t.co/GrvmQK8KjJ']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
786,"[{'start': 0, 'end': 53}]","['एक', 'पोस्ट', 'दिल्ली', 'के', 'अखिल', 'भारतीय', 'आयुर्विज्ञान', 'संस्थान', '(', 'एम्स', ')', 'के', 'पैथोलॉजी', 'विभाग', 'के', 'नाम', 'से', 'वायरल', 'हो', 'रहा', 'है', 'जिसमे', 'बिमारियों', 'के', 'लक्षण', 'अंकित', 'कर', 'कोवीड', '-', '19', 'और', 'अन्य', 'आम', 'बिमारियों', ',', 'जैसे', 'वायु', 'प्रदूषण', ',', 'फ़्लू', ',', 'सर्दी', 'और', 'ख़ासी', ',', 'के', 'बीच', 'के', 'अंतर', 'को', 'बताया', 'गया', 'है', '|']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
787,"[{'start': 33, 'end': 45}, {'start': 50, 'end': 59}]","['हमारा', 'एक', 'आंगा', 'देव', 'होता', 'है', ',', 'जिसकी', 'यात्राओ', 'मे', 'कभी', 'राम', 'का', 'जिक्र', 'नहीं', 'हुआ', 'हमारे', 'गीतों', 'में', 'कभी', 'राम', 'का', 'जिक्र', 'नहीं', 'हुआ', 'हमारी', 'भाषा', 'बोली', 'सब', 'अलग', 'है', ',', '@U47161887', 'सरकार', 'जबरदस्ती', 'रामवन', 'गमन', '(', 'RSS', ')', 'योजना', 'के', 'तहत', 'मंदिर', 'निर्माण', 'क्यो', 'कर', 'रही', 'है', '?', 'आदिवासी', 'क्षेत्रो', 'मे', '3000स्कूलो', 'को', 'बंद', 'कर', 'दिया', 'गया', 'है']","{33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 56, 57, 58}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
788,"[{'start': 0, 'end': 15}]","['मॉनसून', 'की', 'वर्तमान', 'स्थिति', 'और', 'पूर्वानुमान', 'पर', '@U16167150', 'के', 'महानिदेशक', 'मृत्युंजय', 'महापात्र', 'की', 'प्रेस', 'वार्ता', '#Monsoon', 'WATCH', ':', 'https://t.co/mWwSBO7Azm', 'https://t.co/f5KTGteyGJ']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
789,"[{'start': 3, 'end': 22}]","['#NewsAlert', '|', ""'"", 'बैड', 'बॉय', 'बिलिनियर्स', ""'"", 'को', 'लेकर', 'मेहुल', 'चौकसी', 'की', 'याचिका', 'पर', 'केंद्र', 'और', 'नेटफ्लिक्स', 'को', 'दिल्ली', 'HC', 'का', 'नोटिस']","{3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
790,[],"['सबकुछ', 'वही', 'है', ',', 'बस', 'मंच', 'का', 'सेटअप', 'बदल', 'गया', 'महेंद्र', 'सिंह', 'धोनी', 'गए', 'थे', 'तब', 'यह', 'काँफ्रेन्स', 'हाॅल', 'था', ',', 'साहेब', 'के', 'लिए', 'वहाँ', 'दूसरा', 'इवेन्ट', 'करना', 'था', 'तो', 'अस्पताल', 'का', 'जनरल', 'वार्ड', 'बना', 'दिया', 'गया', '।', 'आपको', 'याद', 'होगा', ""'"", 'मुरली', 'प्रसाद', 'शर्मा', ""'"", 'भी', 'यही', 'करता', 'था', 'अरे', 'वही', 'अपना', '""', 'मुन्ना', 'भाई', 'एमबीबीएस', '""']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
791,"[{'start': 2, 'end': 16}]","['#SushantSingRajputDeathCase', ':', 'ड्रग्स', 'मामले', 'में', 'NCB', 'ने', 'की', 'पहली', 'गिरफ्तारी', ',', 'रिया', 'चक्रवर्ती', 'से', 'है', 'लिंक', '#RheaChakraborty', 'https://t.co/NNl908lFd3']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
792,"[{'start': 2, 'end': 38}]","['मुम्बई', ':', 'मुम्बई', 'के', 'माटी', 'गांव', 'में', 'कोरोना', 'पेटेंट', 'के', 'मटने', 'के', 'बाद', 'उस', 'व्यक्ति', 'की', 'डेड', 'बॉडी', 'को', 'नहलाते', 'वक्त', 'समझ', 'आया', 'कि', 'मृत', 'इंसान', 'के', 'बॉडी', 'से', 'सभी', 'महत्वपूर्ण', 'अंग', 'किडनी', 'लिवर', 'हार्ट', 'और', 'गायब', 'है', '|']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
793,"[{'start': 0, 'end': 44}]","['डेल्\u200dही', 'कैपिटल्\u200dस', 'के', 'सहायक', 'फिजियोथेरेपिस्ट', 'को', '#कोरोना', 'पॉजिटिव', 'पाया', 'गया', 'है', '।', 'डेल्\u200dही', 'कैपिटल्\u200dस', 'ने', 'कहा', 'कि', 'वह', 'अपने', 'अनिवार्य', 'क्\u200dवारंटीन', 'से', 'गुज़र', 'रहे', 'थे', 'और', 'दुबई', 'पहुंचने', 'पर', 'दो', 'परीक्षणों', 'में', 'वह', 'निगेटिव', 'पाए', 'गए', 'लेकिन', 'तीसरी', 'जांच', 'में', 'उनकी', 'रिपोर्ट', 'पॉजिटिव', 'आई', '।', '#IPL2020']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
794,"[{'start': 0, 'end': 30}, {'start': 32, 'end': 42}]","['पूर्व', 'राष्\u200dट्रपति', 'प्रणब', 'मुखर्जी', 'का', 'लम्\u200dबी', 'बीमारी', 'के', 'बाद', 'कल', 'निधन', 'हो', 'गया', ',', 'सरकार', 'ने', 'पूर्व', 'राष्\u200dट्रपति', '#PranabMukherjee', 'के', 'निधन', 'पर', '7', 'दिन', 'के', 'राष्\u200dट्रीय', 'शोक', 'की', 'घोषणा', 'की', 'है', ',', 'इस', 'दौरान', 'सरकारी', 'भवनों', 'पर', 'राष्\u200dट्रीय', 'ध्\u200dवज', 'आधे', 'झुके', 'रहेंगे', 'https://t.co/PJ7J8J7Pmr']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
795,[],"['12', 'सितंबर', 'से', '80', 'और', 'ट्रेनें', ',', 'जानिए', 'ट्रेन', 'के', 'कोच', 'में', 'कोरोना', 'से', 'बचाने', 'के', 'क्या', 'हैं', 'रेलवे', 'के', 'इंतजाम', 'https://t.co/E58BcdYztG', '#IndianRailways', '#SpecialTrains', '#COVID19', '@U56089726', '@U26593118', 'https://t.co/Xrfjg99vMI']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
796,"[{'start': 21, 'end': 36}]","['@U94340236', 'झुठलर', 'के', 'तलवे', 'चाटते', 'चाटते', 'इन', 'हरामखोरों', 'का', 'भी', 'देश', 'की', 'अर्थव्यवस्था', 'को', 'डुबोने', 'में', 'बराबर', 'की', 'भागीदारी', 'है', ',', 'झुठलर', 'पहले', 'ही', 'एक', 'शातिर', 'डकैत', 'था', ',', ',', 'साथ', 'इन', 'कुत्तों', 'का', 'मिल', 'गया', ',', '#25सितम्बर_भारतबंद', '#किसान_विरोधी_मोदी_सरकार', '#25सितम्बर_भारतबंद', '#किसान_विरोधी_मोदी_सरकार', 'https://t.co/bbuNV67H5N']","{32, 33, 34, 35, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
797,[],"['यह', 'साला', 'छक्का', 'जैसा', 'क्यों', 'कर', 'रहा', 'है', 'https://t.co/AdVu0GwQDw']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
798,[],"['मैं', 'न', 'कहता', 'था', 'हर', 'चीज', 'का', 'कुछ', 'न', 'कुछ', 'उपयोग', 'जरूर', 'होता', 'है', '...', ',', '👇', '👇']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
799,[],"['शिक्षा', 'के', 'माध्यम', 'से', 'हमें', 'ऐसे', 'विद्यार्थियों', 'को', 'गढ़ना', 'है', 'जो', 'राष्ट्र', '-', 'गौरव', 'के', 'साथ', '-', 'साथ', 'विश्व', '-', 'कल्याण', 'की', 'भावना', 'से', 'ओत', '-', 'प्रोत', 'हों', 'और', 'सही', 'अर्थों', 'में', 'ग्लोबल', 'सिटिजन', 'बन', 'सकें', '।']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
800,"[{'start': 0, 'end': 15}]","['जस्टिस', 'एच', 'आर', 'खन्ना', 'के', 'फैसले', 'ने', 'बदल', 'दिया', 'था', 'केशवानंद', 'भारती', 'केस', 'का', 'रुख', '।', 'क्या', 'हुआ', 'था', 'पढ़े', 'मेरी', 'पूरी', 'खबर', '।', '@U89973711', 'जस्टिस', 'एच', 'आर', 'खन्ना', 'के', 'फैसले', 'से', 'बदल', 'गया', 'था', 'केशवानंद', 'भारती', 'केस', 'का', 'रुख', 'https://t.co/eMpzcgva5N', 'Via', 'Dainik', 'Jagran', 'App', '.', 'Click', 'to', 'download', 'https://t.co/VUzTz5MS1w']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
801,"[{'start': 0, 'end': 17}]","['फटा', 'दूध', 'पीने', 'से', 'इम्युनिटी', 'बढ़ती', 'है', 'और', 'ऐसा', 'करना', 'कोरोना', 'से', 'लड़ने', 'के', 'लिए', 'फायदेमंद', 'है', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
802,"[{'start': 0, 'end': 8}]","['CM', 'नीतीश', 'कुमार', 'ने', 'विपक्ष', 'पर', 'साधा', 'निशाना', ',', 'कहा', '-', 'कुछ', 'लोग', 'भड़काएंगे', 'लेकिन', 'पहले', 'का', 'दिन', 'याद', 'रखिएगा', '@U90450263', 'की', 'रिपोर्ट', '#NitishKumar', '#Bihar', 'https://t.co/7jVjQhvr4V']","{0, 1, 2, 3, 4, 5, 6, 7}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
803,"[{'start': 0, 'end': 22}]","['सरकार', 'कर्मचारियों', 'की', 'पेंशन', 'घटाने', 'वाली', 'है', 'और', '80', 'साल', 'उम्र', 'पूरी', 'कर', 'चुके', 'भूतपूर्व', 'कर्मचारियों', 'की', 'पेंशन', 'बंद', 'करने', 'जा', 'रही']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
804,[],"['(', '27', ')', 'तिलक', 'नगर', 'रूबी', 'खान', 'शेयर', 'करे', 'और', 'देखे', 'केजरीवाल', 'उर्फ', 'केजरुद्दीन', 'जो', 'दिल्ली', 'को', 'किस', 'तरह', 'स्व', 'पाकिस्तान', 'बनाना', 'चाह', 'रहे', 'है', 'सब', 'आपके', 'सामने', 'है', 'उनके', 'विधायको', 'की', 'पहली', 'लिस्ट', 'जागो', 'हिन्दू', 'जागो']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
805,"[{'start': 0, 'end': 21}, {'start': 30, 'end': 34}]","['ये', 'हैं', 'साक्षि', 'मिश्रा', 'के', 'पति', 'कमजोर', 'और', 'निहायत', 'सीधे', 'साधे', 'इंसान', 'जो', 'डर', 'के', 'मारे', 'थर', 'थर', 'कांप', 'रहे', 'हैं', '।', 'अरे', 'हाँ', 'एक', 'बात', 'तो', 'भूल', 'ही', 'गया', 'ये', 'दलित', 'भी', 'हैं', '।', 'भगवान', 'ऐसा', 'पति', 'उन', 'सबकी', 'बेटियों', 'को', 'दे', 'जिसको', 'ये', 'नेक', 'दिल', 'इंसान', 'लगते', 'हैं', '!', '!', 'शुभकामनाएं', '…']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 30, 31, 32, 33}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
806,"[{'start': 0, 'end': 15}]","['सरकार', 'ने', 'दिवंगत', 'नेता', 'के', 'सम्\u200dमान', 'में', 'सात', 'दिन', 'के', 'राजकीय', 'शोक', 'की', 'घोषणा', 'की', 'https://t.co/ksmNcyScJ6']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
807,"[{'start': 0, 'end': 19}]","['लालू', 'परिवार', 'में', 'दोनों', 'भाइयों', 'के', 'बीच', '‘', 'शीतयुद्ध', '’', ',', 'खत्म', 'करने', 'की', 'कवायद', 'में', 'जुटीं', 'राबड़ी', 'देवी', 'https://t.co/OrF7k51NsN', 'https://t.co/N8f2uNkU0T']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
808,"[{'start': 0, 'end': 27}]","['नारेबाजी', 'के', 'बीच', ',', 'महिलाओं', 'सहित', 'हजारों', 'समर्थकों', 'के', 'साथ', 'बीजेपी', 'के', 'अनंतनाग', 'संसदीय', 'क्षेत्र', 'के', 'उम्मीदवार', 'श्री', 'सोफ़ी', 'यूसुफ़', 'ने', 'अनंतनाग', 'में', 'नामांकन', 'पत्र', 'फ़ाइल', 'किया', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
809,[],"['चिंता', '-', 'मनी', '19', ':', 'क्या', 'दिव्यांग', 'व्यक्ति', 'के', 'लिए', 'भी', 'है', 'कोई', 'बीमा', 'पॉलिसी', '?', '#insurance', '#IRDA', '#insurancecover', '#personalfinance', '#finance', 'https://t.co/An17PNV3fK']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
810,"[{'start': 0, 'end': 13}]","['मोदी', 'जी', 'आप', 'तो', 'अपना', 'चेहरा', 'पसीने', 'से', 'मालिश', 'कर', 'चमका', 'लेते', 'हो', ',', 'पर', 'देश', 'का', 'खून', 'पसीना', 'क्यों', 'निकलवा', 'रहे', 'हो', '?']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
811,[],"['श्री', 'आर्य', 'ने', 'शोक', 'संतप्त', 'परिवार', 'के', 'प्रति', 'संवेदना', 'व्यक्त', 'करते', 'हुए', 'कहा', 'कि', 'भगवान', 'संकट', 'की', 'इस', 'घड़ी', 'में', 'परिजनों', 'को', 'दुख', 'सहन', 'करने', 'की', 'शक्ति', 'प्रदान', 'करें', '।']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
